twitt,emocion,porcentaje,figura,fecha
@AlejandraDMV Solo basta verla a usted para darse cuenta de su despotismo y soberbia. Sin mencionar que lo suyo es desfalcat el edomex,anger,0.6092159748077393,AlejandraDMV,2023-04-04 08:33:26+00:00
@AlejandraDMV Día uno y su frustración al 100% #NIUNVOTOALPRIANRDMC https://t.co/3NsBBNSGbs,others,0.8828751444816589,AlejandraDMV,2023-04-04 07:56:28+00:00
"@AlejandraDMV Pues son ustedes PRIPANPRD y el que decidió no participar  MC,  los que diariamente mienten para dividir al País. Son ustedes los que apoyan la corrupción y a los delincuentes de cuello blanco.",anger,0.741034209728241,AlejandraDMV,2023-04-04 07:49:28+00:00
@AlejandraDMV Corruptaza. Punto,others,0.5221855640411377,AlejandraDMV,2023-04-04 07:08:38+00:00
@AlejandraDMV https://t.co/w6uLgbo90m con aliados así quien necesita enemigos .,others,0.9132120609283447,AlejandraDMV,2023-04-04 06:47:56+00:00
"@AlejandraDMV Pues ya pasaron 92 años y no hicieron todo, !! El daño que pudieron a los mexiquenses? No les alcanzó lograr un gran estado pues solo saquearon y no no, tienen calidad Moral de buscar el voto , traicionaron al pueblo, plan c lo merecen",anger,0.7317861914634705,AlejandraDMV,2023-04-04 06:25:45+00:00
@AlejandraDMV Entonces los gobers y ex gobers priistas no han dado soluciones?,others,0.833751916885376,AlejandraDMV,2023-04-04 06:25:13+00:00
@AlejandraDMV Oila te pues hueca y falsa..,anger,0.6665573716163635,AlejandraDMV,2023-04-04 06:21:37+00:00
"@AlejandraDMV Prwgunta sería, habla de cambio y usted participó en el gobierno del actual gobernador ¿que diferencia seria? Y no creo en Delfina para aclarar y le conteste, no promesas argumentos",others,0.7559626698493958,AlejandraDMV,2023-04-04 06:13:41+00:00
"@AlejandraDMV Así como este comercial es un fotomontaje, todas las propuestas de @AlejandraDMV también QUE #VALIENTE",others,0.7878966331481934,AlejandraDMV,2023-04-04 06:12:06+00:00
"@AlejandraDMV Mi voto a la MAESTRA, BOLA DE RATAS PRIAN",others,0.8573102951049805,AlejandraDMV,2023-04-04 06:07:08+00:00
"@AlejandraDMV 🤣 y cual es la necesidad de caminar muy rápido y con ansiedad?? Cuál es el mensaje qué le dijeron sus asesores que daría?? 🤣 señora ridícula, la gente del Edo. Méx no los quiere..",anger,0.7886484265327454,AlejandraDMV,2023-04-04 05:51:44+00:00
@AlejandraDMV Típico spot chafa caminando como menso siguen siendo los mismos ratas,anger,0.6395410299301147,AlejandraDMV,2023-04-04 05:42:28+00:00
@AlejandraDMV Si el de el PRI no suena a nada bueno,others,0.6839925646781921,AlejandraDMV,2023-04-04 05:35:58+00:00
@AlejandraDMV Eres priísta no te creo,anger,0.665746808052063,AlejandraDMV,2023-04-04 05:31:35+00:00
@AlejandraDMV Ay no... Va corriendo a robar.,anger,0.5242132544517517,AlejandraDMV,2023-04-04 05:29:48+00:00
@AlejandraDMV Ándale pues https://t.co/DFseITSp6I,others,0.9217100739479065,AlejandraDMV,2023-04-04 05:21:14+00:00
"@AlejandraDMV @EIJefeDiego Lastima que desafortunadamente ganara Morena en la entidad, está candidata no tiene los tamaños para gobernar el EDOMEX!",sadness,0.9046275019645691,AlejandraDMV,2023-04-04 05:19:06+00:00
"@AlejandraDMV Y en  otro capitulo de la rosa de gpe.. Lo mismo  de siempre, prometen bajar el cielo y las estrellas,  visitan colonias de bajos recursos, hacen sus ridiculos saludando a la gente y todo con tal de agarrar un hueso, como perros o como zopilotes !!
🤣🤣😂😂😂😂",anger,0.7911195158958435,AlejandraDMV,2023-04-04 05:17:15+00:00
@AlejandraDMV Porque me ponen este anuncio de esta rata?🤬🤬🤬🤬🤬,anger,0.7574585676193237,AlejandraDMV,2023-04-04 05:10:37+00:00
"@AlejandraDMV Me da ansiedad, pero ya se van... Ni tiene capacidad y solo eres alumna de peñita",others,0.4335409998893738,AlejandraDMV,2023-04-04 05:07:13+00:00
"@AlejandraDMV Por fin vamos a sacarlos a patadas por corruptos.  🤡🤡

Ya le hicieron demasiado daño al EDOMEX y al país 🤢🤮 

https://t.co/HalO2qAJ6Z",anger,0.5960490107536316,AlejandraDMV,2023-04-04 05:03:08+00:00
@AlejandraDMV Muy valiente.,joy,0.6122131943702698,AlejandraDMV,2023-04-04 04:55:46+00:00
"@AlejandraDMV Que fácil olvida el mexicano, ella voto a favor de la reforma energética...y tiene el descaro de venir a pedir su voto....ingenuos quienes voten por ella...",anger,0.6614946126937866,AlejandraDMV,2023-04-04 04:53:22+00:00
@AlejandraDMV #PRIdículos Ustedes van directo a la basura!!!!,anger,0.7052856087684631,AlejandraDMV,2023-04-04 04:51:52+00:00
"@AlejandraDMV Eres prianista, significa que eres una RATA",others,0.7042243480682373,AlejandraDMV,2023-04-04 04:48:17+00:00
"@AlejandraDMV Publicidad ortodoxa típica de @PRI_Nacional dejo de funcionar hace años.
80 años la Dictadura en el Estado de México, con altos índices en Feminicidios.",others,0.536444365978241,AlejandraDMV,2023-04-04 04:40:23+00:00
"@AlejandraDMV Adiós !!!!!!
Viva la #TransformaciónNacional.",joy,0.5636780261993408,AlejandraDMV,2023-04-04 04:38:08+00:00
@AlejandraDMV Ni un voto a la bola de corruptos del PRI,anger,0.6705007553100586,AlejandraDMV,2023-04-04 04:32:55+00:00
@AlejandraDMV Ésta tiene la actitud de la warrita Sandra cuevas ya con una buchona tenemos,others,0.8001788854598999,AlejandraDMV,2023-04-04 04:29:48+00:00
@AlejandraDMV No... No... No... https://t.co/SgmX9ssen6,others,0.8274586796760559,AlejandraDMV,2023-04-04 04:28:25+00:00
@AlejandraDMV Quien hace sus videos de campaña ? Dan risa 🤣,others,0.7170191407203674,AlejandraDMV,2023-04-04 04:27:38+00:00
@AlejandraDMV @SantiagoCreelM Que vergüenza con Uds.,anger,0.7510762214660645,AlejandraDMV,2023-04-04 04:26:51+00:00
"@AlejandraDMV Corrupta, tú y tus aliados tuvieron 100 años para cambiar el destino mexiquense y ahora resultas ser la fórmula...

Jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja jajajaja

#NiUnVotoMásAlPRI

#NIUNVOTOALPRIANRDMC

#DelfinaGobernadora",anger,0.6270207166671753,AlejandraDMV,2023-04-04 04:25:03+00:00
"@AlejandraDMV Jaja, ¡qué determinación! Seguro  le asesoran los mismos que a @Claudiashein .",others,0.5730915665626526,AlejandraDMV,2023-04-04 04:20:56+00:00
"@AlejandraDMV jaja, me estaba emocionando hasta que dijeron ""PRI""... 😂",joy,0.37616899609565735,AlejandraDMV,2023-04-04 04:17:43+00:00
@AlejandraDMV Muy buena la actuación😅,others,0.5974562168121338,AlejandraDMV,2023-04-04 04:15:48+00:00
@AlejandraDMV Por qué chingaos no ponen el pinche partido que representa?,anger,0.7031056880950928,AlejandraDMV,2023-04-04 04:14:57+00:00
"@AlejandraDMV Claro que si campeona, la historia te respalda 😂😂😂 https://t.co/iBDdUskOE1",joy,0.4822450280189514,AlejandraDMV,2023-04-04 04:13:34+00:00
@AlejandraDMV 🤣🤣🤣🤣 la pantalla verde se pasan de originales 🤣🤣🤣🤣,others,0.8871461153030396,AlejandraDMV,2023-04-04 04:01:59+00:00
@AlejandraDMV Chinga tú puta madre,anger,0.7868689298629761,AlejandraDMV,2023-04-04 03:59:26+00:00
@AlejandraDMV Divisiones? Si ustedes dividieron al Estado de México en la miseria y los abusivos que se sirvieron del poder y del cual han sumido al estado en el retraso… ahora vienen a decir que si viene el cambio? Cínicos!,anger,0.8022206425666809,AlejandraDMV,2023-04-04 03:58:19+00:00
"@AlejandraDMV ¡Ni perdón,ni olvidó!

#PerderaElRegistroElPRI
🇲🇽👊🐯💪❤️‍🔥🇲🇽 https://t.co/ijFG5d0bfs",others,0.6020933985710144,AlejandraDMV,2023-04-04 03:56:43+00:00
"@AlejandraDMV “No polaricen”, “Candidata de la reconciliación”, “Vota por ella”, decían…",others,0.7923867106437683,AlejandraDMV,2023-04-04 03:55:14+00:00
@AlejandraDMV Pan con lo mismo! 🤢,others,0.5246909260749817,AlejandraDMV,2023-04-04 03:53:38+00:00
@AlejandraDMV Por eso mismo NO serás tú,others,0.8294864296913147,AlejandraDMV,2023-04-04 03:47:44+00:00
@AlejandraDMV Para empezar eres Alejandra no ALE esa mamada que ?? Eres la más corrupta ya se te olvido lo de izcalli tus tranzas que hiciste ratera,anger,0.7944506406784058,AlejandraDMV,2023-04-04 03:41:45+00:00
"@AlejandraDMV Sí, así como actuaste y resolviste en Cuautitlán Izcalli abandonando el cargo a media administración para agarrar un hueso de diputada.",others,0.7664152383804321,AlejandraDMV,2023-04-04 03:41:18+00:00
@AlejandraDMV Desmárcate del traidor de @alfredodelmazo ya!!!!,anger,0.6621044874191284,AlejandraDMV,2023-04-04 03:38:26+00:00
@CarmenPrezmerc1 @AlejandraDMV ¿Los honestos que roban el 10% de las nóminas?,others,0.6657918095588684,CarmenPrezmerc1,2023-04-04 03:37:18+00:00
@AlejandraDMV Jaja🤡,others,0.9117156267166138,AlejandraDMV,2023-04-04 03:31:22+00:00
@AlejandraDMV No ya no voy a votar por el pan,others,0.6764926910400391,AlejandraDMV,2023-04-04 03:29:29+00:00
"@AlmMiguelito @AlejandraDMV Para robar a las instituciones y a los trabajadores Delfina es campeona. Hay que reconocerlo, en eso se lleva el Óscar",others,0.7189900875091553,AlmMiguelito,2023-04-04 03:21:07+00:00
"@AlejandraDMV @SantiagoCreelM Vamos con todo Ale. El Edomex necesito tu fortaleza, honestidad y amor por el Estado.",others,0.6136369705200195,AlejandraDMV,2023-04-04 03:19:49+00:00
@AlejandraDMV Pues yo he escuchado que usted unió a la delincuencia con sus negocios.,others,0.7622360587120056,AlejandraDMV,2023-04-04 03:19:19+00:00
@AlejandraDMV Si nunca han podido resolver yaparece que ahora si podrán ?????  Neta sus discursos pedorros nadie los cree ya,anger,0.7591273784637451,AlejandraDMV,2023-04-04 03:18:44+00:00
"@AlejandraDMV Admiro tu ímpetu y esfuerzo hija, pero hay que ser realistas, no tienes ninguna posibilidad de ganar, la proxima Gobernadora será @delfinagomeza , Saludos",others,0.6208594441413879,AlejandraDMV,2023-04-04 03:15:06+00:00
@AlejandraDMV Caminas como si estuvieras huyendo o como si te estuviera ganando las ganas de visitar el trono de porcelana,others,0.7240036725997925,AlejandraDMV,2023-04-04 03:14:31+00:00
@AlejandraDMV Por favor hablenos de lo que tiene pensado hacer por la seguridad publica en el estado y desde luego el transporte publico tambien creo si nos presenta un buen plan de seguridad publica la gente puede confier en su gobierno,others,0.8003848791122437,AlejandraDMV,2023-04-04 03:12:36+00:00
@AlejandraDMV Esto es lo que nunca se resolvió por favor de EPN !! https://t.co/mYxKuGvyav,others,0.7772445678710938,AlejandraDMV,2023-04-04 03:06:14+00:00
"@AlejandraDMV No corra que se puede ir de hocico!!
Si ya se fueron de hocico diciendo que son mejores, vean el estiércol que es el @Edomex gracias a @alfredodelmazo priista por cierto. 
Si hubiera ido sola y no en alianza, le hubiera ido mejor.",others,0.5348778963088989,AlejandraDMV,2023-04-04 03:04:37+00:00
@Caros51Pz @AlejandraDMV JajaJa... https://t.co/i88zFZf3BQ,others,0.9158539772033691,Caros51Pz,2023-04-04 03:04:26+00:00
@fer_sar @AlejandraDMV Un panista hechandole porras a un priista 🤣🤣🤣🤣🤣🤣 es como ver a dos ratas chillando una con la otra 🤣🤣🤣🤣🤣🤣,anger,0.6727401614189148,fer_sar,2023-04-04 03:02:23+00:00
"@CarlosA45344522 @AlejandraDMV Pues vete al establo de México, para que veas lo que es vivir gobernado por el pri y dejate de ridiculeces 🤣🤣🤣🤣🤣",anger,0.6727441549301147,CarlosA45344522,2023-04-04 03:01:04+00:00
"@AlejandraDMV ALGUIEN QUE MIENTE, ROBA Y TRAICIONA, NO PUEDE TENER ENTRE SUS PEZUÑAS AL EDOMEX. https://t.co/CPaESj0jVq",anger,0.7306328415870667,AlejandraDMV,2023-04-04 03:00:11+00:00
"@AlejandraDMV Ni un solo voto más al PRI, tu discurso inicial más parecía una amenaza que promesas de campaña. https://t.co/PlEtnzwtn3",others,0.8272705078125,AlejandraDMV,2023-04-04 03:00:10+00:00
"@AlejandraDMV Han tenido 80 años para actuar y resolver, ya no podemos esperar ni 1 más los del establo de México",others,0.3736548125743866,AlejandraDMV,2023-04-04 02:56:49+00:00
@AlejandraDMV Entonces qué todo está mal y hay que mejorar !! Ósea como que a los paridos que representan sin una basura también ajjajaja,anger,0.47815418243408203,AlejandraDMV,2023-04-04 02:54:10+00:00
@AlejandraDMV @delfinagomeza  Gobernadora Edo. mex !!,others,0.8822604417800903,AlejandraDMV,2023-04-04 02:52:23+00:00
@AlejandraDMV Arriba MORENA !!!!,joy,0.5199757814407349,AlejandraDMV,2023-04-04 02:51:56+00:00
"@CarmenPrezmerc1 @AlejandraDMV La rata de Delfina, mejor no 👎",anger,0.6829440593719482,CarmenPrezmerc1,2023-04-04 02:49:56+00:00
"@AlejandraDMV ¿Que te hace diferente? Llevan más de 70 años en el poder, son una basura todos los políticos.",anger,0.774693489074707,AlejandraDMV,2023-04-04 02:44:19+00:00
"@AlejandraDMV Adónde ibas tan de prisa? JAJAJA 😆🤣
En el EDOMEX no cabe otro gobierno del PRI, corruptos y vende patria a chsm!!",anger,0.7034077644348145,AlejandraDMV,2023-04-04 02:40:38+00:00
@AlejandraDMV Ratota,others,0.8944961428642273,AlejandraDMV,2023-04-04 02:35:26+00:00
"@AlejandraDMV Porque camina tan rápido? 
Ya le anda del baño?
Ya le urge usurpar el poder?

Solo demuestran algo.. pesimos para hacer campañas!",anger,0.7574623227119446,AlejandraDMV,2023-04-04 02:31:42+00:00
"@AlejandraDMV A donde vas tan rapido mija? llegaste tarde, ya tenemos Gobernadora! solo falta la juramentacion.
Todo lo demas ya lo tiene Delfina, incluyendo el conteo de votos, cuando esto suceda.",anger,0.4815865159034729,AlejandraDMV,2023-04-04 02:29:13+00:00
"@AlejandraDMV No, gracias 😌 https://t.co/KL86WnJWnA",others,0.8863466382026672,AlejandraDMV,2023-04-04 02:27:02+00:00
@AlejandraDMV Resolver??? Si ustedes nos han Gobernado durante 85 años. El chiste se cuenta solo. Además ir de la mano del Narco Partido de @AccionNacional te resta,anger,0.5137487053871155,AlejandraDMV,2023-04-04 02:25:55+00:00
"@AlejandraDMV Necesitas un EXPERTO en marketing. Tienes que comunicarnos INFORMACION de lo que NOSOTROS queremos oír! https://t.co/lfqIasxVNt: NO + robos, NO + CO, NO + secuestros, NO + feminicidios etc. Nadie les puede quitar los beneficios, etc.",anger,0.4842180013656616,AlejandraDMV,2023-04-04 02:24:36+00:00
"@AlejandraDMV #AleGobernadora 
#UnirEsResolver 
Bien 👍",others,0.7764970660209656,AlejandraDMV,2023-04-04 02:12:39+00:00
@AlejandraDMV Esta mujer ya tiene mi voto,others,0.7640891671180725,AlejandraDMV,2023-04-04 01:51:35+00:00
"@CarmenPrezmerc1 @AlejandraDMV Jajajaja ¿gente honesta? Todos los políticos son unos imbéciles, solo nos queda por el menos peor y @delfinagomeza es una delincuente, solo unos ignorantes podrían votar por esa innombrable",anger,0.798800528049469,CarmenPrezmerc1,2023-04-04 01:45:41+00:00
@AlejandraDMV VAMOS,others,0.7694687843322754,AlejandraDMV,2023-04-04 01:42:30+00:00
"@AlejandraDMV Ai llevan gobernando 100 años, ¿De qué división hablas?... sugiero que cambie el rumbo de su campaña, si no bye #PRIANRD",others,0.5308147072792053,AlejandraDMV,2023-04-04 01:37:55+00:00
"@AlejandraDMV Tus propuestas y soluciones @AlejandraDMV están orientadas a favorecer al grupo Atlacomulco, a quienes le quieres ver las cara de tontos.",anger,0.5470384955406189,AlejandraDMV,2023-04-04 01:36:56+00:00
@AlejandraDMV Unir! Cómo cuando se votó la reforma energética y fuiste actriz! 😳,others,0.4605140686035156,AlejandraDMV,2023-04-04 01:34:34+00:00
@AlejandraDMV Y también de jalar dinero..,others,0.732147753238678,AlejandraDMV,2023-04-04 01:28:11+00:00
@AlejandraDMV Si unir a esto https://t.co/xh1NFz0SPc,others,0.93425452709198,AlejandraDMV,2023-04-04 01:27:29+00:00
"@AlejandraDMV Si se puede, ni un voto a los morenarcos r4tas… https://t.co/KmOBxPhPsL",others,0.8711934089660645,AlejandraDMV,2023-04-04 01:23:11+00:00
"@AlejandraDMV Con fuerza, organización y pasión, no permitan que sus mapaches compren los votos

Expliquenle a la gente que los programas sociales no los pueden condicionar

Que cualquiera que sea el partido que gane la gente seguirá manteniendo sus apoyos

No permitan que amenacen a la gente",others,0.4455423057079315,AlejandraDMV,2023-04-04 01:21:35+00:00
@AlejandraDMV Seguros estamos que vamos a ganar,others,0.6986826062202454,AlejandraDMV,2023-04-04 01:18:45+00:00
@AlejandraDMV Es tiempo  de que?  Uds saben gobernar?   Solo que sea con Narcos !,anger,0.5412129759788513,AlejandraDMV,2023-04-04 01:09:33+00:00
@AlejandraDMV Ojala que ganes tu y no la rata cinica inepta e inservible,anger,0.7829450368881226,AlejandraDMV,2023-04-04 01:07:11+00:00
"@AlejandraDMV Basura priísta, spameada",others,0.8794060945510864,AlejandraDMV,2023-04-04 01:06:42+00:00
"@AlejandraDMV Al 100 con la verdad delfina es la solución,",others,0.7851681709289551,AlejandraDMV,2023-04-04 00:59:46+00:00
"@AlejandraDMV Con feminismo yo no te voto.

#NoVotoAlFeminismo #FeminismoEsCancer",anger,0.5209017395973206,AlejandraDMV,2023-04-04 00:59:43+00:00
"@AlejandraDMV Aún qué no tengo el gusto de conocerte, te deseo el mayor de los éxitos y que tu equipo de trabajo haga una campaña basada en las redes, seguida de propuestas con acciones concretas. Suerte Ale, mucha suerte!!!",joy,0.8417718410491943,AlejandraDMV,2023-04-04 00:51:07+00:00
@AlejandraDMV De moral no tiene nada… 😪😪😪 https://t.co/Eh2G7WGk9b,others,0.8456764221191406,AlejandraDMV,2023-04-04 00:49:25+00:00
"@AlejandraDMV Quisiera saber cuáles son esas propuestas y sus soluciones,",others,0.8340362906455994,AlejandraDMV,2023-04-04 00:45:55+00:00
@AlejandraDMV Una cena de Moros.,others,0.8986494541168213,AlejandraDMV,2023-04-04 00:45:01+00:00
@AlejandraDMV Demente sin mente sin escrúpulos,anger,0.6478811502456665,AlejandraDMV,2023-04-04 00:44:57+00:00
"@Ashley_hot00 ¡Buenas, Ashley_hot00! Aquí tiene su vídeo, espero que lo disfrute: https://t.co/kqy43oaAHU",joy,0.7091578841209412,Ashley_hot00,2023-04-04 00:39:53+00:00
@AlejandraDMV Pues @delfinagomeza porque ya tuvieron 100 años y no han hecho ni madres.,others,0.7399037480354309,AlejandraDMV,2023-04-04 00:39:43+00:00
@AlejandraDMV Jajajaja pura ineptitud,others,0.48623088002204895,AlejandraDMV,2023-04-04 00:37:14+00:00
@AlejandraDMV Buena actuation. Pero sabemos que es novela no real.,others,0.8231492042541504,AlejandraDMV,2023-04-04 00:35:47+00:00
@AlejandraDMV La victoria está asegurada. Ni con fraude podrán ganar https://t.co/UbTb60PUzf,others,0.9028638005256653,AlejandraDMV,2023-04-04 00:34:47+00:00
"@AlejandraDMV Camine normal, doña.",others,0.8814725279808044,AlejandraDMV,2023-04-04 00:30:20+00:00
@AlejandraDMV Ya no queremos más prianrdmc.,others,0.7282336354255676,AlejandraDMV,2023-04-04 00:18:43+00:00
@AlejandraDMV Corruptos,anger,0.5726625919342041,AlejandraDMV,2023-04-04 00:18:27+00:00
@Caros51Pz @AlejandraDMV Claro y quieren que llegue una RATERA Y CORRUPTA COMO LO ES @delfinagomeza https://t.co/VxyfOSe5AT,anger,0.4714559316635132,Caros51Pz,2023-04-04 00:16:13+00:00
"@CarmenPrezmerc1 @AlejandraDMV Neta son cinicos estás bestias chairas y por eso tienen a una RATERA, CORRUPTA, NACA, INEPTA, ILETRADA QUE NO SABE LEER,PLAGIARIA DE TESIS Y COMO COLOFON EXTORSIONADORA DEL CRIMEN ORGANIZADO, VALIENTE SU CAMBIO, SU CINISMO NO TIENE LIMITES, SINVERGÜENZAS. https://t.co/uAUiR77TEI",anger,0.778952956199646,CarmenPrezmerc1,2023-04-04 00:14:30+00:00
@AlejandraDMV Pues primero tendrías que limpiar tus propias corruptelas que los mexiquenses te conocen,anger,0.468446284532547,AlejandraDMV,2023-04-04 00:11:51+00:00
@AlejandraDMV @RicardoAlemanMx Nada más tengan cuidado con la Candi-Rata.. 👍👍👍😆😆😆🤣🤣 https://t.co/3awcR9HYbd,others,0.8682345747947693,AlejandraDMV,2023-04-04 00:04:42+00:00
"@AlejandraDMV ¿Por qué camina hacia la cámara como desesperada? Ah, para dar impresión de dinamismo.",others,0.8474693298339844,AlejandraDMV,2023-04-03 23:58:55+00:00
@AlejandraDMV Política de telenovela ya basta malditas 🐀 ratas!!!,anger,0.78994220495224,AlejandraDMV,2023-04-03 23:57:10+00:00
@AlejandraDMV Por qué la vienen correteando?,others,0.5410074591636658,AlejandraDMV,2023-04-03 23:54:04+00:00
@AlejandraDMV Si pero contigo no bicho....,others,0.5416834354400635,AlejandraDMV,2023-04-03 23:43:18+00:00
@AlejandraDMV @Yuriria_Mascott Ya se les acaban sus privilegios...ya se van... https://t.co/Y50jC9Bf47,others,0.5978991985321045,AlejandraDMV,2023-04-03 23:36:15+00:00
@AlejandraDMV Baños eres una extraordinaria candidata !!,joy,0.795259952545166,AlejandraDMV,2023-04-03 23:31:54+00:00
@AlejandraDMV Con alita y con alito te Bamos a robar tu dinerito,anger,0.4767984449863434,AlejandraDMV,2023-04-03 23:31:18+00:00
@AlejandraDMV Si le distes las nalgas a alito.. y de perrito.. no creo que ganes... ganara Morena.. pero hicistes tu lucha😅😅😅😅😅😅 dando el 🍑🍑🍑,others,0.5769767761230469,AlejandraDMV,2023-04-03 23:31:16+00:00
@AlejandraDMV Y entonces para qué mandas golpeadores?,others,0.47991523146629333,AlejandraDMV,2023-04-03 23:24:56+00:00
"@AlejandraDMV 😅🤣😂
PANdeja!
Te acaban de abuchear los que crees que votaran por ti en el concierto de Paquita la del Barrio.
Vulgar ilusa PANarca 😅🤣😂",anger,0.5886730551719666,AlejandraDMV,2023-04-03 23:23:26+00:00
"@AlejandraDMV Los del PRI sino tienen madre con sus discursos en el EdoMex, no han hecho nada en 100 años y ahora resulta que son la opción 🤦🏾🤦🏾🤦🏾🤦🏾 y lo peor es que una delincuente confesa y ratera puede ser la próxima Gobernadora por su culpa 🤦🏾🤦🏾🤦🏾🤦🏾🤦🏾🤦🏾🤦🏾🤔",anger,0.7871409058570862,AlejandraDMV,2023-04-03 23:14:39+00:00
@AlejandraDMV Jajajajajaajajajjajaajajjaja,others,0.6805118322372437,AlejandraDMV,2023-04-03 23:14:00+00:00
"@AlejandraDMV ALE QUE TE ASESOREN PARA QUE SEPAS QUE Y COMO DECÍRSELO A LOS ELECTORES DEL ESTADO DE MEXICO, HAZ UN ESTUDIO DE MERCADO PARA CONOCER A LOS POTENCIALES ELECTORES, ES MUY IMPORTANTE LO QUE DICES PERO SI NO SABES COMO LO PUEDEN ENTENDER LAS PERSONAS CON MENOS PREPARACIÓN NO GANARAS",anger,0.4492396414279938,AlejandraDMV,2023-04-03 23:13:15+00:00
@AlejandraDMV en ti confiamos @AlejandraDMV,others,0.6736006736755371,AlejandraDMV,2023-04-03 23:12:52+00:00
@AlejandraDMV Un consejo: dejen de prometer regalar dinero no jodan con lo mismo mejor ofrezcan trabajo o capacitación no?,anger,0.48851290345191956,AlejandraDMV,2023-04-03 23:12:27+00:00
@AlejandraDMV Saludos Candidata. No Pierda de Vista Que El PRI Gobierna Su Estado. Vea Su Mensaje a Los Ciudadanos parece que Morena es El Que Gobierna.Y Usted Está Tratando De Sacarlo. Póngase Águila Para Que NoSe Equivoque. Vea qué Los Ciudadanos Entendamos Lo Que Dice. No Se Haga Bolas.,others,0.4364347755908966,AlejandraDMV,2023-04-03 23:01:53+00:00
@AlejandraDMV COn ustedes gobernando? No gracias.,anger,0.4798123240470886,AlejandraDMV,2023-04-03 22:58:57+00:00
@AlejandraDMV Esteticamente  terrible porque tu fealdad física es el reflejo de su interior fraudulento. 🤮🤮🤮🤮,anger,0.4076019525527954,AlejandraDMV,2023-04-03 22:56:51+00:00
@HildaAg39764936 @AlejandraDMV @RicardoAlemanMx Juventud???,others,0.9011349081993103,HildaAg39764936,2023-04-03 22:50:16+00:00
"@AlejandraDMV Cómo la que prometiste en san Lucas Cuautitlán Izcalli
Todavía esperando los servicios 
Lo prometiste cuando fuiste presidenta municipal
Todavía esperamos",joy,0.4121735095977783,AlejandraDMV,2023-04-03 22:46:27+00:00
@AlejandraDMV Justo por eso elegimos a @delfinagomeza bye bye Ale del Moral,others,0.691967785358429,AlejandraDMV,2023-04-03 22:37:17+00:00
"@AlejandraDMV Esque ya todos están enmañados, y sin de.meros partidos políticos, ese es el problema, si fuera una persona con mentalidad de imparcialidad pero aquí no existe",anger,0.5176962018013,AlejandraDMV,2023-04-03 22:37:05+00:00
@AlejandraDMV En C.Izcalli te elijieron gobernadora y te desapareciste desde el día 0,others,0.7119097113609314,AlejandraDMV,2023-04-03 22:36:34+00:00
@HeidyCrespo_ @AlejandraDMV Que pena que solo seas un bot y ni votar puedas,sadness,0.6321344971656799,HeidyCrespo_,2023-04-03 22:35:44+00:00
"@AlejandraDMV Pero es el PRI quien administra el actual gobierno, entonces ¿está reconociendo que la administración priísta no funciona? Bueno eso es lo que entiendo con su mensaje",others,0.6622883081436157,AlejandraDMV,2023-04-03 22:33:58+00:00
@AlejandraDMV Huele a burócratas del Establo de México tuiteando para conservar su chamba,anger,0.5561336278915405,AlejandraDMV,2023-04-03 22:33:09+00:00
@AlejandraDMV Jajajaja que spot tan horrible! Camina rápido según ella 🤣🤣🤣 el PRIAN ESTÁ ACABADO.,anger,0.43546605110168457,AlejandraDMV,2023-04-03 22:30:38+00:00
"@AlejandraDMV Ojalá trabaje y haga las cosas bien, le deseo mucho éxito.",joy,0.5142530798912048,AlejandraDMV,2023-04-03 22:26:36+00:00
@AlejandraDMV Pinches tele montajes,others,0.4870218336582184,AlejandraDMV,2023-04-03 22:24:20+00:00
@AlejandraDMV El mal del Estado de México es por el PRI https://t.co/tjY0QhX9M3,others,0.832268238067627,AlejandraDMV,2023-04-03 22:23:55+00:00
@AlejandraDMV Alejandra.... alito te está acompañando para asegurar el fracaso??? jajajajaja,others,0.8661273717880249,AlejandraDMV,2023-04-03 22:14:42+00:00
"@AlejandraDMV Traidores, no juntas, 
Solo roban",anger,0.7048819065093994,AlejandraDMV,2023-04-03 22:12:15+00:00
@AlejandraDMV 😂😂😂😂😂😂 que fuerza en su andar candidata!!! 😜😂😂😂😂😂😂😂😂😂😂😂,joy,0.7137676477432251,AlejandraDMV,2023-04-03 22:11:23+00:00
"@AlmMiguelito @AlejandraDMV Hay de ratas a ratas, quizá unas más coludas que otras pero ratas al fin, ya solo queda decidir quien te va a robar esta vez. https://t.co/iOXsaW7G1H",anger,0.7231391072273254,AlmMiguelito,2023-04-03 22:07:46+00:00
@AlejandraDMV Que hara con con los corralones por que son un nido de corrupcion y de robo,anger,0.6539483070373535,AlejandraDMV,2023-04-03 22:05:44+00:00
"@AlejandraDMV Pero que va a resolver , si ya lo hicieron Del Mazo I , Arturo Montiel , Eruviel y el Primazo , si gana va a estar 6 años de vacaciones",others,0.7862226366996765,AlejandraDMV,2023-04-03 21:57:48+00:00
@CarlosA45344522 @AlejandraDMV Lo que menos necesitamos en el #Edomex son entrometidos....,others,0.8508793115615845,CarlosA45344522,2023-04-03 21:55:53+00:00
@AlejandraDMV Arriba la maestra Delfina!! Morena  con carro completo para el 2024.,joy,0.7177423238754272,AlejandraDMV,2023-04-03 21:55:36+00:00
@AlejandraDMV 100 años gobernado casi se parece a una dictadura cuánto sumará el saqueo?,others,0.7995151281356812,AlejandraDMV,2023-04-03 21:53:44+00:00
